S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,30.41,580.00,580.00,550.00,550.00,550.00,0.00,0.00,573.57,397.00,580.00,"227,706.10",26,-30.00,30.00,-5.17,5.45,-4.28,982.00,547.50
2,ADBL,33.08,231.00,235.00,230.10,232.00,232.00,0.00,0.00,232.47,"8,889.00",233.90,"2,066,413.60",107,-1.90,4.90,-0.81,2.13,-0.20,389.00,228.00
3,ADLB,27.77,"1,350.00","1,350.00","1,297.00","1,300.10","1,300.10",0.00,0.00,"1,310.78",385.00,"1,367.90","504,652.00",18,-67.80,53.00,-4.96,4.09,-0.82,"2,705.00",256.80
4,AHL,30.21,350.90,350.90,341.00,347.80,347.80,0.00,0.00,344.57,"1,800.00",358.00,"620,222.00",107,-10.20,9.90,-2.85,2.90,0.93,480.90,298.80
5,AHPC,21.77,280.10,283.00,279.00,282.00,282.00,0.00,0.00,280.88,"21,563.00",284.00,"6,056,567.30",134,-2.00,4.00,-0.70,1.43,0.40,457.00,250.00
6,AIL,28.79,402.00,408.00,398.00,400.00,400.00,0.00,0.00,403.07,"4,196.00",410.00,"1,691,276.50",51,-10.00,10.00,-2.44,2.51,-0.77,625.00,344.00
7,AKJCL,23.78,215.00,215.00,208.00,209.00,209.00,0.00,0.00,210.22,"24,385.00",215.00,"5,126,292.00",139,-6.00,7.00,-2.79,3.37,-0.59,266.00,159.80
8,AKPL,29.88,378.00,378.00,370.10,370.10,370.10,0.00,0.00,373.41,"13,385.00",380.00,"4,998,155.60",105,-9.90,7.90,-2.61,2.13,-0.90,519.00,325.00
9,ALBSL,20.11,667.40,667.40,656.10,666.60,666.60,0.00,0.00,661.01,181.00,681.00,"119,643.60",9,-14.40,11.30,-2.11,1.72,0.84,"1,409.00",656.10
10,ALICL,40.17,566.20,566.20,550.00,562.00,562.00,0.00,0.00,559.38,"10,226.00",555.10,"5,720,216.80",48,6.90,16.20,1.24,2.95,0.47,758.00,428.00
11,ANLB,40.83,511.50,542.70,511.50,542.70,542.70,0.00,0.00,526.34,50.00,501.50,"26,316.90",6,41.20,31.20,8.22,6.10,3.01,542.70,403.80
12,API,26.16,230.10,234.00,230.00,230.00,230.00,0.00,0.00,231.52,"24,892.00",232.00,"5,763,068.30",191,-2.00,4.00,-0.86,1.74,-0.66,327.00,200.00
13,AVYAN,26.60,594.00,601.70,571.00,590.00,590.00,0.00,0.00,580.48,"1,740.00",605.00,"1,010,035.50",65,-15.00,30.70,-2.48,5.38,1.61,963.00,316.00
14,BARUN,28.50,246.00,246.00,236.00,238.00,238.00,0.00,0.00,239.02,"7,255.00",246.00,"1,734,119.80",59,-8.00,10.00,-3.25,4.24,-0.43,541.60,190.30
15,BBC,34.60,"3,086.10","3,086.10","3,085.00","3,085.00","3,085.00",0.00,0.00,"3,085.10",110.00,"3,085.00","339,361.00",4,0.00,1.10,0.00,0.04,0.00,"4,300.00","3,050.00"
16,BFC,33.90,309.90,309.90,300.00,300.10,300.10,0.00,0.00,301.38,"4,910.00",306.80,"1,479,779.20",22,-6.70,9.90,-2.18,3.30,-0.43,475.00,292.50
17,BHDC,33.73,398.00,402.00,390.40,402.00,402.00,0.00,0.00,398.01,"1,930.00",404.00,"768,152.00",68,-2.00,11.60,-0.50,2.97,0.99,520.00,310.00
18,BHL,43.77,289.80,307.50,284.80,306.00,306.00,0.00,0.00,286.75,"5,000.00",295.70,"1,433,767.50",123,10.30,22.70,3.48,7.97,6.29,397.00,104.70
19,BHPL,27.91,440.00,449.90,440.00,445.00,445.00,0.00,0.00,443.57,"1,340.00",441.00,"594,390.00",30,4.00,9.90,0.91,2.25,0.32,677.20,194.30
20,BNHC,23.33,375.00,375.00,358.80,358.80,358.80,0.00,0.00,362.77,502.00,378.00,"182,109.40",28,-19.20,16.20,-5.08,4.52,-1.11,507.90,306.00
21,BNT,34.72,"11,590.00","11,590.00","11,400.00","11,400.00","11,400.00",0.00,0.00,"11,470.18",55.00,"11,450.00","630,860.00",5,-50.00,190.00,-0.44,1.67,-0.62,"15,371.30","11,208.00"
22,BPCL,40.44,317.00,319.50,312.50,312.50,312.50,0.00,0.00,315.87,"3,641.00",323.40,"1,150,081.70",55,-10.90,7.00,-3.37,2.24,-1.08,392.70,288.00
23,BPW,33.58,237.70,237.70,237.70,237.70,237.70,0.00,0.00,234.24,25.00,237.70,"5,856.00",5,0.00,0.00,0.00,0.00,1.46,237.70,233.10
24,CBBL,25.62,780.00,780.00,763.00,764.00,764.00,0.00,0.00,768.60,"5,214.00",773.00,"4,007,504.30",102,-9.00,17.00,-1.16,2.23,-0.60,"1,303.00",727.00
25,CCBD88,23.52,882.50,882.50,882.50,882.50,882.50,0.00,0.00,882.50,25.00,890.20,"22,062.50",1,-7.70,0.00,-0.86,0.00,0.00,"1,000.00",816.00
26,CFCL,22.87,291.00,293.00,290.00,290.40,290.40,0.00,0.00,290.55,"2,233.00",295.00,"648,789.20",29,-4.60,3.00,-1.56,1.03,-0.05,408.00,237.00
27,CGH,29.70,"1,072.10","1,075.00","1,050.60","1,064.00","1,064.00",0.00,0.00,"1,058.36","1,210.00","1,093.00","1,280,621.40",51,-29.00,24.40,-2.65,2.32,0.53,"1,487.00",900.20
28,CHCL,21.66,460.10,466.00,460.00,464.00,464.00,0.00,0.00,461.18,"7,879.00",469.00,"3,633,610.50",99,-5.00,6.00,-1.07,1.30,0.61,504.10,347.90
29,CHDC,23.49,711.00,723.90,711.00,719.90,719.90,0.00,0.00,718.68,"1,837.00",724.00,"1,320,223.00",51,-4.10,12.90,-0.57,1.81,0.17,869.00,590.00
30,CHL,22.88,280.00,280.00,276.00,277.00,277.00,0.00,0.00,278.23,"3,367.00",282.90,"936,816.00",32,-5.90,4.00,-2.09,1.45,-0.45,370.00,193.10
31,CIT,41.83,"2,024.20","2,028.00","2,010.00","2,010.00","2,010.00",0.00,0.00,"2,017.47","4,557.00","2,028.00","9,193,631.00",115,-18.00,18.00,-0.89,0.90,-0.37,"3,072.00","1,780.00"
32,CLBSL,20.85,560.00,565.00,560.00,562.10,562.10,0.00,0.00,562.66,126.00,567.00,"70,895.20",8,-4.90,5.00,-0.86,0.89,-0.10,"1,018.00",551.00
33,CMF1,21.61,7.23,7.23,7.23,7.23,7.23,0.00,0.00,7.23,"1,600.00",7.37,"11,568.00",2,-0.14,0.00,-1.90,0.00,0.00,9.30,6.75
34,CMF2,35.19,8.30,8.30,7.87,7.87,7.87,0.00,0.00,7.92,"12,925.00",8.17,"102,413.85",8,-0.30,0.43,-3.67,5.46,-0.68,10.36,7.03
35,CORBL,35.25,301.50,301.50,279.50,287.00,287.00,0.00,0.00,286.28,"1,425.00",296.80,"407,945.60",17,-9.80,22.00,-3.30,7.87,0.25,497.70,211.30
36,CZBIL,31.62,174.00,174.00,170.20,171.00,171.00,0.00,0.00,171.27,"14,402.00",172.50,"2,466,682.20",97,-1.50,3.80,-0.87,2.23,-0.16,251.90,169.00
37,DDBL,34.42,621.00,630.00,619.20,630.00,630.00,0.00,0.00,620.23,"4,822.00",626.30,"2,990,746.40",91,3.70,10.80,0.59,1.74,1.55,"1,178.00",619.20
38,DHPL,28.30,207.80,209.00,205.10,209.00,209.00,0.00,0.00,206.42,"3,371.00",212.00,"695,849.20",23,-3.00,3.90,-1.42,1.90,1.23,276.30,160.10
39,DLBS,20.29,730.00,730.00,711.10,720.00,720.00,0.00,0.00,718.53,200.00,723.00,"143,706.00",20,-3.00,18.90,-0.41,2.66,0.20,"1,662.00",177.70
40,DORDI,24.60,270.00,270.00,261.00,263.00,263.00,0.00,0.00,263.79,"2,443.00",274.00,"644,440.40",91,-11.00,9.00,-4.01,3.45,-0.30,408.00,217.00
41,EBL,30.60,545.00,545.00,523.50,537.00,537.00,0.00,0.00,530.21,"25,354.00",535.80,"13,443,067.60",185,1.20,21.50,0.22,4.11,1.26,561.00,411.00
