S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,46.05,580.00,600.70,580.00,588.00,588.00,0.00,0.00,586.83,"1,229.00",589.00,"721,209.70",24,-1.00,20.70,-0.17,3.57,0.20,991.00,547.50
2,ADBL,43.20,245.10,248.00,242.00,242.10,242.10,0.00,0.00,244.39,"15,770.00",247.50,"3,854,073.50",130,-5.40,6.00,-2.18,2.48,-0.95,389.00,230.00
3,ADLB,45.27,"1,459.30","1,573.70","1,459.30","1,573.70","1,573.70",0.00,0.00,"1,561.25",441.00,"1,430.70","688,512.20",27,143.00,114.40,10.00,7.84,0.79,"2,705.00",256.80
4,AHL,27.13,398.00,400.00,392.30,400.00,400.00,0.00,0.00,395.81,"3,120.00",400.00,"1,234,922.00",191,0.00,7.70,0.00,1.96,1.05,480.90,298.80
5,AHPC,49.68,304.00,313.90,303.10,310.00,310.00,0.00,0.00,309.93,"226,646.00",300.00,"70,243,642.90",879,10.00,10.80,3.33,3.56,0.02,457.00,250.00
6,AIL,40.56,425.00,428.00,421.00,426.00,426.00,0.00,0.00,425.80,"2,037.00",425.30,"867,356.00",45,0.70,7.00,0.16,1.66,0.05,667.00,344.00
7,AKJCL,40.20,227.00,227.00,218.00,218.50,218.50,0.00,0.00,219.76,"25,675.00",224.30,"5,642,436.80",101,-5.80,9.00,-2.59,4.13,-0.58,266.00,159.80
8,AKPL,39.58,402.70,403.00,391.00,394.50,394.50,0.00,0.00,395.14,"21,407.00",395.10,"8,458,798.80",156,-0.60,12.00,-0.15,3.07,-0.16,519.00,325.00
9,ALBSL,42.62,744.00,773.10,716.00,731.00,731.00,0.00,0.00,732.59,352.00,730.00,"257,870.00",18,1.00,57.10,0.14,7.97,-0.22,"1,450.00",657.00
10,ALICL,44.52,615.00,617.00,607.50,614.00,614.00,0.00,0.00,612.48,"12,353.00",613.00,"7,565,999.10",92,1.00,9.50,0.16,1.56,0.25,851.00,428.00
11,API,41.78,252.00,257.00,252.00,253.70,253.70,0.00,0.00,254.14,"40,395.00",256.50,"10,265,866.20",236,-2.80,5.00,-1.09,1.98,-0.17,327.00,200.00
12,AVYAN,42.05,600.00,612.00,592.00,608.00,608.00,0.00,0.00,601.63,"1,875.00",600.00,"1,128,057.40",81,8.00,20.00,1.33,3.38,1.05,963.00,316.00
13,BARUN,40.75,262.00,262.00,253.00,256.00,256.00,0.00,0.00,254.28,"4,444.00",257.80,"1,130,008.70",48,-1.80,9.00,-0.70,3.56,0.67,541.60,190.30
14,BFC,43.94,316.10,320.00,316.10,316.10,316.10,0.00,0.00,316.44,"4,163.00",319.30,"1,317,333.50",26,-3.20,3.90,-1.00,1.23,-0.11,475.00,292.50
15,BHDC,24.50,420.00,421.80,412.60,414.10,414.10,0.00,0.00,415.06,"2,757.00",420.00,"1,144,334.00",80,-5.90,9.20,-1.40,2.23,-0.23,520.00,310.00
