S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,32.04,723.00,725.00,709.00,709.10,709.10,0.00,0.00,715.77,506.00,709.00,"362,179.60",24,0.10,16.00,0.01,2.26,-0.94,"1,566.00",688.20
2,ADBL,44.92,310.00,314.70,310.00,312.50,312.50,0.00,0.00,311.45,"6,355.00",310.00,"1,979,263.70",97,2.50,4.70,0.81,1.52,0.34,510.00,298.00
3,ADBLD83,29.95,931.00,931.00,931.00,931.00,931.00,0.00,0.00,931.00,75.00,950.00,"69,825.00",2,-19.00,0.00,-2.00,0.00,0.00,"1,091.00",931.00
4,ADLB,40.58,388.00,388.00,388.00,388.00,388.00,0.00,0.00,388.00,10.00,380.40,"3,880.00",1,7.60,0.00,2.00,0.00,0.00,388.00,256.80
5,AHPC,26.92,271.00,275.00,267.00,267.00,267.00,0.00,0.00,269.39,"11,749.00",273.00,"3,165,054.70",92,-6.00,8.00,-2.20,3.00,-0.89,628.30,251.40
6,AIL,34.41,380.00,397.00,380.00,380.00,380.00,0.00,0.00,383.42,"3,023.00",387.30,"1,159,079.20",97,-7.30,17.00,-1.88,4.47,-0.90,806.00,380.00
7,AKJCL,29.08,172.00,172.00,170.00,171.00,171.00,0.00,0.00,170.51,"4,948.00",172.00,"843,682.80",48,-1.00,2.00,-0.58,1.18,0.29,350.00,161.00
8,AKPL,37.21,345.00,350.00,343.00,343.00,343.00,0.00,0.00,346.30,"19,850.00",351.00,"6,873,982.20",105,-8.00,7.00,-2.28,2.04,-0.96,624.00,340.00
9,ALBSL,41.36,925.00,943.50,909.00,909.00,909.00,0.00,0.00,917.23,917.00,918.00,"841,096.50",23,-9.00,34.50,-0.98,3.80,-0.90,"1,750.00",874.30
10,ALICL,33.03,500.20,511.50,500.10,510.20,510.20,0.00,0.00,508.42,"4,694.00",510.00,"2,386,505.20",54,0.20,11.40,0.04,2.28,0.35,"1,374.00",428.00
11,API,36.57,210.00,211.00,207.00,211.00,211.00,0.00,0.00,209.14,"35,836.00",210.00,"7,494,786.60",184,1.00,4.00,0.48,1.93,0.88,575.00,200.00
12,AVYAN,35.09,685.00,700.00,685.00,693.10,693.10,0.00,0.00,695.24,"1,235.00",693.00,"858,621.00",83,0.10,15.00,0.01,2.19,-0.31,963.00,316.00
13,BARUN,31.46,200.00,205.00,200.00,200.00,200.00,0.00,0.00,201.86,"8,153.00",203.90,"1,645,726.40",75,-3.90,5.00,-1.91,2.50,-0.93,595.00,198.00
14,BBC,43.66,"3,249.00","3,269.00","3,249.00","3,269.00","3,269.00",0.00,0.00,"3,252.00",80.00,"3,250.00","260,160.00",6,19.00,20.00,0.58,0.62,0.52,"5,763.00","3,130.10"
15,BFC,32.02,305.00,311.00,305.00,311.00,311.00,0.00,0.00,307.70,"1,017.00",310.00,"312,935.50",15,1.00,6.00,0.32,1.97,1.06,577.00,298.00
16,BHDC,36.02,338.30,348.00,338.30,348.00,348.00,0.00,0.00,344.82,"1,640.00",344.90,"565,507.00",60,3.10,9.70,0.90,2.87,0.91,520.00,310.00
17,BHL,26.83,243.20,246.80,243.20,246.80,246.80,0.00,0.00,244.16,"1,180.00",248.00,"288,103.00",60,-1.20,3.60,-0.48,1.48,1.07,397.00,104.70
18,BNHC,30.70,330.00,332.00,324.20,329.50,329.50,0.00,0.00,330.06,130.00,330.00,"42,908.00",8,-0.50,7.80,-0.15,2.41,-0.17,744.00,246.70
19,BNT,36.83,"12,600.00","12,982.00","12,348.00","12,870.00","12,870.00",0.00,0.00,"12,630.18",360.00,"12,728.00","4,546,865.00",18,142.00,634.00,1.12,5.13,1.86,"17,670.00","11,088.70"
20,BOKL,29.68,208.00,213.00,205.10,206.00,206.00,0.00,0.00,207.01,"14,328.00",208.00,"2,966,104.00",136,-2.00,7.90,-0.96,3.85,-0.49,330.00,204.00
21,BPCL,26.24,302.10,308.00,302.10,305.80,305.80,0.00,0.00,304.89,"1,221.00",305.80,"372,268.40",23,0.00,5.90,0.00,1.95,0.30,498.00,288.00
22,CBBL,31.52,"1,110.00","1,110.00","1,096.00","1,109.90","1,109.90",0.00,0.00,"1,102.06","4,960.00","1,097.10","5,466,232.90",109,12.80,14.00,1.17,1.28,0.71,"1,630.00",882.00
23,CBL,25.92,212.00,215.00,211.30,213.00,213.00,0.00,0.00,212.83,"18,804.00",215.00,"4,002,047.10",96,-2.00,3.70,-0.93,1.75,0.08,285.40,194.00
24,CBLD88,31.91,836.00,836.00,836.00,836.00,836.00,0.00,0.00,836.00,25.00,840.00,"20,900.00",1,-4.00,0.00,-0.48,0.00,0.00,"1,000.00",834.30
25,CCBL,50.68,187.00,192.00,185.70,192.00,192.00,0.00,0.00,188.63,"69,034.00",188.10,"13,021,621.40",141,3.90,6.30,2.07,3.39,1.76,280.00,178.00
26,CFCL,30.51,301.50,306.00,297.00,300.00,300.00,0.00,0.00,301.69,"7,106.00",306.00,"2,143,843.50",57,-6.00,9.00,-1.96,3.03,-0.56,556.00,237.00
