S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ACLBSL,22.39,566.20,566.20,546.50,546.50,546.50,0.00,0.00,555.83,192.00,555.10,"106,720.00",5,-8.60,19.70,-1.55,3.60,-1.71,982.00,546.50
2,ADBL,26.93,230.00,234.60,230.00,230.00,230.00,0.00,0.00,231.71,"7,179.00",230.90,"1,663,440.70",82,-0.90,4.60,-0.39,2.00,-0.74,389.00,226.50
3,ADLB,21.77,"1,287.00","1,301.00","1,287.00","1,301.00","1,301.00",0.00,0.00,"1,296.21",184.00,"1,312.00","238,502.30",11,-11.00,14.00,-0.84,1.09,0.37,"2,705.00",256.80
4,AHL,30.38,340.50,351.90,335.10,351.90,351.90,0.00,0.00,343.28,"1,122.00",343.00,"385,158.00",85,8.90,16.80,2.59,5.01,2.45,480.90,298.80
5,AHPC,26.70,282.00,282.00,275.00,277.00,277.00,0.00,0.00,277.34,"26,935.00",278.70,"7,470,145.30",122,-1.70,7.00,-0.61,2.55,-0.12,457.00,250.00
6,AIL,23.53,398.00,405.00,397.00,400.00,400.00,0.00,0.00,399.14,"1,400.00",400.00,"558,796.00",24,0.00,8.00,0.00,2.02,0.22,625.00,344.00
7,AKJCL,21.80,207.00,208.00,203.90,206.80,206.80,0.00,0.00,205.80,"12,080.00",205.50,"2,486,104.50",77,1.30,4.10,0.63,2.01,0.48,266.00,159.80
8,AKPL,27.44,360.00,363.00,355.00,360.00,360.00,0.00,0.00,358.83,"22,818.00",361.50,"8,187,886.10",147,-1.50,8.00,-0.41,2.25,0.32,519.00,325.00
9,ALBSL,31.97,662.00,678.00,661.00,678.00,678.00,0.00,0.00,666.73,264.00,665.00,"176,018.00",11,13.00,17.00,1.95,2.57,1.66,"1,409.00",655.20
10,ALICL,34.17,554.00,555.00,540.00,540.00,540.00,0.00,0.00,543.29,"14,921.00",553.00,"8,106,413.90",104,-13.00,15.00,-2.35,2.78,-0.61,758.00,428.00
11,ANLB,35.53,610.80,623.00,610.80,623.00,623.00,0.00,0.00,616.90,20.00,598.90,"12,338.00",2,24.10,12.20,4.02,2.00,0.98,623.00,403.80
12,API,34.61,233.80,234.00,228.00,230.80,230.80,0.00,0.00,230.56,"31,206.00",231.00,"7,194,808.30",193,-0.20,6.00,-0.09,2.63,0.10,327.00,200.00
13,AVYAN,24.03,591.60,603.00,567.70,575.00,575.00,0.00,0.00,575.43,890.00,580.00,"512,134.00",49,-5.00,35.30,-0.86,6.22,-0.08,963.00,316.00
14,BARUN,26.15,235.00,239.70,230.40,233.30,233.30,0.00,0.00,234.54,"7,029.00",238.00,"1,648,557.00",36,-4.70,9.30,-1.97,4.04,-0.53,541.60,190.30
15,BFC,27.72,298.00,303.00,298.00,301.00,301.00,0.00,0.00,300.33,"2,306.00",302.00,"692,566.00",26,-1.00,5.00,-0.33,1.68,0.22,475.00,292.50
16,BHDC,29.94,388.20,400.00,382.30,387.10,387.10,0.00,0.00,389.20,"1,640.00",396.00,"638,288.00",49,-8.90,17.70,-2.25,4.63,-0.54,520.00,310.00
17,BHL,40.30,288.20,299.50,281.00,299.00,299.00,0.00,0.00,287.27,"2,163.00",294.00,"621,368.50",64,5.00,18.50,1.70,6.58,3.92,397.00,104.70
18,BHPL,43.43,436.20,471.00,428.00,471.00,471.00,0.00,0.00,438.01,"2,495.00",444.90,"1,092,823.00",59,26.10,43.00,5.87,10.05,7.01,677.20,194.30
19,BNHC,28.74,348.00,355.00,348.00,353.10,353.10,0.00,0.00,353.77,651.00,351.00,"230,303.00",16,2.10,7.00,0.60,2.01,-0.19,507.90,306.00
20,BNT,39.28,"11,660.00","11,677.00","11,650.00","11,677.00","11,677.00",0.00,0.00,"11,665.67",88.00,"11,449.90","1,026,579.00",6,227.10,27.00,1.98,0.23,0.10,"15,371.30","11,152.00"
21,BOKD86,25.78,784.10,784.10,784.10,784.10,784.10,0.00,0.00,784.10,25.00,800.00,"19,602.50",1,-15.90,0.00,-1.99,0.00,0.00,980.00,738.50
22,BPCL,26.82,318.10,318.20,312.00,314.00,314.00,0.00,0.00,315.14,"5,854.00",312.00,"1,844,845.80",47,2.00,6.20,0.64,1.99,-0.36,392.70,288.00
23,BPW,42.62,252.10,257.10,252.10,257.10,257.10,0.00,0.00,254.60,20.00,247.20,"5,092.00",2,9.90,5.00,4.00,1.98,0.97,257.10,233.10
24,CBBL,45.51,782.00,790.00,775.00,787.00,787.00,0.00,0.00,780.25,"8,492.00",767.10,"6,625,910.50",150,19.90,15.00,2.59,1.94,0.86,"1,303.00",727.00
25,CFCL,25.52,289.00,292.90,288.80,288.80,288.80,0.00,0.00,290.01,"2,064.00",288.10,"598,577.20",24,0.70,4.10,0.24,1.42,-0.42,408.00,237.00
26,CGH,23.64,"1,021.10","1,035.00","1,010.00","1,010.00","1,010.00",0.00,0.00,"1,015.13","1,110.00","1,037.00","1,126,790.50",39,-27.00,25.00,-2.60,2.48,-0.51,"1,487.00",900.20
27,CHCL,39.90,464.00,470.00,460.00,470.00,470.00,0.00,0.00,464.23,"10,300.00",464.00,"4,781,527.70",100,6.00,10.00,1.29,2.17,1.23,504.10,347.90
28,CHDC,33.02,720.00,731.30,715.00,726.00,726.00,0.00,0.00,725.25,"2,760.00",725.00,"2,001,682.00",55,1.00,16.30,0.14,2.28,0.10,869.00,590.00
29,CHL,28.41,270.00,274.50,268.60,274.00,274.00,0.00,0.00,271.09,"1,330.00",275.00,"360,544.90",30,-1.00,5.90,-0.36,2.20,1.06,370.00,193.10
30,CIT,24.59,"2,038.00","2,038.00","2,007.00","2,012.00","2,012.00",0.00,0.00,"2,012.23","3,689.00","2,016.00","7,423,109.50",64,-4.00,31.00,-0.20,1.54,-0.01,"3,072.00","1,780.00"
31,CLBSL,37.70,560.00,560.90,538.10,560.90,560.90,0.00,0.00,544.85,803.00,565.00,"437,512.50",16,-4.10,22.80,-0.73,4.24,2.86,"1,018.00",530.80
